1622;Agdenes;316.28;1969;2017
1624;Rissa;621.4;1969;2017
1627;Bjugn;382.81;1969;2017
1630;Åfjord;953.66;1969;2017
1632;Roan;373.64;1969;2017
1633;Osen;386.18;1969;2017
1634;Oppdal;2273.11;1969;2017
1635;Rennebu;946.94;1969;2017
1636;Meldal;612.37;1969;2017
1638;Orkdal;593.32;1969;2017
1640;Røros;1955.46;1969;2017
1644;Holtålen;1208.50;1969;2017
1645;Haltdalen;x;1969;2017
1648;Midtre Gauldal;1859.51;1969;2017
1653;Melhus;693.40;1969;2017
1657;Skaun;223.21;1969;2017
1662;Klæbu;185.36;1969;2017
1663;Malvik;167.44;1969;2017
1664;Selbu;1233.85;1969;2017
1665;Tydal;1328.21;1969;2017
1702;Steinkjer;1563.55;1969;2017
1703;Namsos;777.62;1969;2017
1711;Meråker;1272.41;1969;2017
1714;Stjørdal;937.27;1969;2017
1717;Frosta;75.32;1969;2017
1718;Leksvik;430.2;1969;2017
1719;Levanger;644.81;1969;2017
1721;Verdal;1546.78;1969;2017
1723;Mosvik;1969;2011
1724;Verran;600.67;1969;2017
1725;Namdalseid;768.63;1969;2017
1729;Inderøy;x;1969;2011
1736;Snåsa;2341.66;1969;2017
1738;Lierne;2960.70;1969;2017
1739;Røyrvik;1583.76;1969;2017
1740;Namsskogan;1416.16;1969;2017
1742;Grong;1135.16;1969;2017
1743;Høylandet;753.68;1969;2017
1744;Overhalla;728.79;1969;2017
1748;Fosnes;543.26;1969;2017
1749;Flatanger;457.71;1969;2017
1750;Vikna;317.69;1969;2017
1751;Nærøy;1066.54;1969;2017
1755;Leka;109.03;1969;2017
1756;Inderøy;364.67;2012;2017
